income,savings,credit_usage,loan_balance,monthly_spending,investment_portfolio,risk_appetite,age,employment_status,education_level,credit_score,debt_to_income_ratio,monthly_essentials,monthly_discretionary,long_term_goals
7852,19939,5690,2608,2485,7483,high,44,self-employed,PhD,668,1.06,954,308,buy house
9704,45695,1616,35525,4338,14993,high,40,self-employed,PhD,573,3.83,1635,345,invest more
7875,12051,8935,45927,3243,8668,high,55,full-time,master's,577,6.97,1321,287,invest more
5552,18599,6707,22946,1757,16282,low,42,self-employed,master's,391,5.34,1176,405,buy house
3938,19728,3280,16603,2440,9911,high,27,self-employed,bachelor's,306,5.05,804,548,buy house
3676,17367,7372,20466,1538,16127,low,28,full-time,bachelor's,656,7.57,950,447,buy house
7345,40222,131,48750,2584,10169,medium,55,self-employed,PhD,417,6.65,1410,372,invest more
6451,14261,8537,28569,2772,18317,medium,65,retired,PhD,730,5.75,1047,350,travel
9964,23833,5795,21765,5050,19727,low,42,retired,PhD,327,2.77,2233,474,retirement
7334,32640,3356,13943,4554,9849,medium,40,self-employed,master's,769,2.36,1229,1291,buy house
9507,44693,7426,10005,5746,4567,high,44,full-time,PhD,732,1.83,1567,394,invest more
8574,25714,1586,10792,3374,11696,high,40,full-time,PhD,800,1.44,643,222,buy house
3901,12399,8442,10991,2342,19269,medium,25,self-employed,bachelor's,779,4.98,985,489,invest more
4266,18769,7824,6759,1560,3990,medium,33,full-time,master's,839,3.42,912,415,invest more
4959,17343,6160,14972,1505,12185,medium,30,full-time,master's,544,4.26,688,374,buy house
5184,16443,564,57712,2293,4025,low,64,self-employed,master's,322,11.24,1042,476,retirement
6254,23744,3938,6200,3243,19350,medium,47,self-employed,master's,611,1.62,1952,327,travel
5117,49125,7720,25205,3037,6814,medium,56,retired,master's,629,6.43,1068,470,buy house
9908,37643,4066,37718,3823,7908,high,49,self-employed,master's,572,4.22,1316,600,retirement
9567,17724,6292,16747,6001,6945,high,64,retired,master's,802,2.41,4013,760,invest more
3758,12698,457,12542,1610,16291,medium,28,self-employed,bachelor's,403,3.46,1103,218,invest more
9554,32586,9271,35295,4989,10367,medium,48,retired,PhD,643,4.66,1738,207,buy house
4833,6989,4853,21848,2588,9881,low,25,full-time,master's,612,5.52,1153,287,invest more
5932,46065,2760,7210,3142,9607,medium,63,retired,master's,796,1.68,1377,340,buy house
5213,42772,4945,3720,2775,2752,low,44,self-employed,master's,398,1.66,1571,684,invest more
2219,15748,5418,33103,1239,10705,medium,34,self-employed,bachelor's,715,17.35,753,315,travel
7207,15282,7200,39608,4715,3090,high,42,self-employed,PhD,563,6.49,2524,669,buy house
7459,15096,3876,19827,4288,13675,high,39,retired,PhD,462,3.18,794,371,buy house
8393,18744,3890,19799,3757,11588,high,55,self-employed,PhD,353,2.82,2421,293,retirement
8092,10014,4063,21137,4677,12541,high,58,self-employed,master's,779,3.11,2700,1043,retirement
3003,19966,4593,2120,1813,15480,low,34,full-time,bachelor's,421,2.23,985,526,invest more
3173,19161,5329,6201,1116,9326,low,33,self-employed,bachelor's,435,3.63,618,313,retirement
879,3543,3556,815,338,3406,low,18,part-time,high school,454,4.97,500,200,buy house
1311,4894,7864,16283,650,11073,medium,19,unemployed,in school,646,18.4,500,200,buy house
6961,29887,1753,17925,2904,6160,high,60,retired,master's,328,2.83,1097,336,retirement
7813,32553,856,4812,3003,5454,low,48,self-employed,PhD,440,0.73,1076,365,travel
6525,35628,3204,34185,2719,19974,high,43,full-time,master's,751,5.73,1231,254,travel
7974,48883,9502,39875,3394,18470,low,49,full-time,master's,548,6.19,1756,598,buy house
2157,15297,5316,195,1298,6520,low,30,full-time,bachelor's,841,2.55,785,360,travel
5491,20288,5558,34522,3386,2487,medium,55,full-time,PhD,438,7.3,1434,481,retirement
6642,44167,7508,16734,2287,3099,medium,39,self-employed,master's,637,3.65,936,486,retirement
5079,14675,4437,476,2996,12238,high,44,self-employed,PhD,815,0.97,1443,862,retirement
4230,12925,7679,23791,2779,8228,medium,31,self-employed,bachelor's,713,7.44,1664,522,travel
1612,1802,96,2580,816,15715,low,20,unemployed,high school,616,1.66,513,238,travel
9769,32372,9898,48107,4756,9016,low,61,retired,PhD,371,5.94,2808,1102,invest more
9245,37682,6869,14326,4651,18916,medium,38,full-time,master's,675,2.29,1473,810,retirement
3727,16786,3444,21263,1747,4556,low,26,full-time,bachelor's,736,6.63,1081,408,buy house
5415,44207,2204,30871,2659,19200,high,43,self-employed,PhD,563,6.11,1063,234,buy house
8843,16601,5409,11276,3647,11453,medium,38,retired,master's,388,1.89,726,762,invest more
4808,11071,4445,10844,3323,2857,medium,23,full-time,bachelor's,665,3.18,735,971,invest more
7199,12416,4272,39562,3291,6710,low,48,self-employed,master's,553,6.09,1797,223,travel
3641,9210,8895,23853,1121,5172,medium,25,self-employed,master's,828,8.99,777,281,invest more
6646,20618,5784,5587,4156,4744,medium,51,self-employed,master's,373,1.71,1405,801,retirement
7690,43536,8035,17906,2657,15172,high,52,retired,master's,467,3.37,1143,488,retirement
6200,41055,9130,9832,3463,18623,low,67,retired,PhD,564,3.06,2023,501,retirement
6223,49000,9310,37110,2877,13892,low,65,retired,PhD,618,7.46,1476,504,invest more
7139,25149,7130,8471,3045,11651,high,70,retired,master's,311,2.19,1396,410,travel
9217,40597,1806,34046,6182,1067,high,63,retired,master's,792,3.89,882,1059,travel
7651,32893,8030,7082,3806,16971,high,43,self-employed,master's,475,1.97,2659,786,buy house
4125,15047,4860,848,2775,11095,medium,25,full-time,master's,536,1.38,1578,317,travel
6252,32093,6297,15386,4182,4770,medium,44,self-employed,master's,739,3.47,634,851,buy house
6456,46760,3065,24588,2200,7522,high,38,full-time,PhD,423,4.28,1180,543,retirement
5217,35873,9575,5426,2368,8964,low,58,self-employed,master's,633,2.87,740,508,buy house
7541,17438,2452,20295,2857,1806,medium,49,full-time,PhD,575,3.02,1292,500,buy house
4126,13737,2430,18391,2081,17168,medium,30,full-time,bachelor's,611,5.05,703,605,invest more
5648,41907,1052,37132,2335,4621,medium,39,retired,PhD,331,6.76,818,383,travel
5692,49758,7823,11785,3233,1654,high,56,full-time,master's,364,3.44,1163,642,retirement
7160,14529,9872,37287,4846,14911,high,57,self-employed,master's,626,6.59,2233,402,travel
5826,44373,2540,7463,2896,17072,high,49,self-employed,PhD,332,1.72,1567,639,retirement
2374,17139,3445,2544,1137,6590,low,26,full-time,master's,617,2.52,784,258,retirement
3656,6000,6087,16773,2510,18535,medium,24,self-employed,master's,378,6.25,1584,652,invest more
6484,16346,3151,24569,2442,16732,medium,48,full-time,master's,826,4.27,922,241,buy house
9088,23839,2233,43500,2881,10322,high,65,full-time,master's,600,5.03,1460,516,retirement
1440,4884,7894,3372,942,17204,low,18,part-time,in school,498,7.82,534,204,invest more
8699,29570,9793,19169,3679,1949,low,40,self-employed,PhD,521,3.33,1308,881,travel
1400,964,1472,5625,857,2403,low,21,part-time,high school,574,5.07,519,216,retirement
9978,22787,5980,8016,4448,3246,high,60,full-time,PhD,312,1.4,2431,248,retirement
4689,10085,4685,5036,2178,4638,high,25,full-time,bachelor's,346,2.07,738,616,buy house
4523,14762,3403,18363,1863,9899,medium,28,self-employed,master's,427,4.81,1209,478,travel
9106,18294,4037,47745,4046,14772,high,51,retired,master's,604,5.69,2177,906,travel
5601,38423,1380,15993,2328,6826,low,39,full-time,PhD,712,3.1,1068,495,travel
6491,27621,4671,66427,3428,18064,low,69,self-employed,PhD,451,10.95,2121,680,retirement
9450,15330,31,11933,3018,17836,high,36,full-time,PhD,729,1.27,774,630,retirement
7313,13735,8560,21982,3206,16202,high,47,full-time,PhD,519,4.18,1484,483,buy house
9336,12284,4024,39205,4599,9180,high,61,full-time,master's,324,4.63,1747,880,retirement
2817,19445,2876,21184,1504,2320,low,34,full-time,bachelor's,336,8.54,937,246,retirement
9949,31789,9298,35848,6552,2090,medium,48,self-employed,master's,429,4.54,2991,1535,retirement
6604,27070,2323,11250,2945,8900,high,65,self-employed,PhD,481,2.05,1521,878,buy house
3501,7839,8626,957,1485,11723,medium,31,self-employed,master's,461,2.74,888,254,travel
9357,17750,1872,18513,4405,8206,medium,41,full-time,PhD,344,2.18,1365,739,invest more
6663,35945,6957,14670,3691,18731,medium,60,self-employed,PhD,639,3.25,2435,581,travel
6788,49415,4513,4195,2537,5056,low,50,retired,master's,476,1.28,1015,485,invest more
4051,14355,3858,10455,1501,1160,low,23,self-employed,bachelor's,332,3.53,935,323,travel
6725,13897,6302,49056,4348,5044,low,67,self-employed,master's,301,8.23,1852,874,retirement
3124,6777,1374,27571,1381,3973,medium,28,self-employed,master's,488,9.26,526,355,travel
4921,14597,7636,4635,1909,17761,low,27,full-time,master's,713,2.49,1215,323,invest more
2100,17570,4208,20780,746,10591,low,32,self-employed,bachelor's,537,11.89,521,206,invest more
5809,19188,8496,7154,2346,2818,medium,36,self-employed,master's,822,2.69,1610,690,travel
7661,49117,5742,36785,4086,12581,low,65,retired,master's,743,5.55,1556,980,travel
3064,9208,3561,21508,1104,4665,high,30,full-time,master's,709,8.18,689,324,travel
5463,47933,2224,30238,2544,8320,low,59,retired,master's,787,5.94,742,487,buy house
5117,43513,3979,33061,3135,7367,low,66,full-time,PhD,555,7.24,667,927,travel
106,2626,6405,1972,74,8873,medium,21,unemployed,high school,542,78.29,500,200,invest more
9898,45920,8051,23128,5342,19042,high,39,retired,master's,571,3.15,1316,576,invest more
5794,19272,7799,7610,2382,4221,medium,53,retired,master's,320,2.66,1642,561,travel
2193,9845,5520,31820,1222,14848,low,35,full-time,master's,554,17.02,743,270,buy house
6505,33061,107,13375,4109,5273,low,47,full-time,master's,606,2.07,1748,520,invest more
6971,39766,6866,57086,3190,17173,high,63,full-time,PhD,472,9.17,1545,754,invest more
585,1856,1133,3123,221,7392,medium,19,unemployed,high school,382,7.26,500,200,retirement
5375,20618,462,16574,1661,6287,medium,42,retired,PhD,461,3.17,622,434,invest more
3126,5022,4619,25147,1716,5013,high,31,self-employed,master's,639,9.52,1043,455,invest more
2200,10747,6184,18610,1453,10638,high,31,full-time,master's,408,11.26,654,345,travel
5165,24420,3836,20925,1976,5522,medium,69,full-time,master's,592,4.79,1092,438,retirement
8805,32548,8864,34205,3163,4823,high,44,retired,master's,399,4.89,765,329,retirement
3940,15655,5653,7874,1305,15985,high,27,self-employed,master's,699,3.43,524,258,invest more
6505,39966,7228,9224,3135,2904,high,67,self-employed,PhD,760,2.53,1016,771,retirement
6311,10444,7325,56760,3120,2009,high,59,self-employed,master's,759,10.15,1942,754,retirement
5022,48357,55,12395,1583,13305,low,63,self-employed,PhD,563,2.48,732,249,travel
6776,13042,3319,41317,2710,3630,high,57,retired,master's,630,6.59,555,514,travel
4537,7020,6440,19712,1920,1864,high,32,full-time,master's,456,5.76,1031,466,retirement
8396,46193,7143,12914,3068,8080,low,36,retired,master's,841,2.39,1563,464,buy house
6421,42793,7967,3329,4004,7055,medium,69,full-time,PhD,808,1.76,1703,645,buy house
4000,17226,7984,25938,1685,7036,medium,27,self-employed,bachelor's,791,8.48,955,371,travel
6459,16588,2084,12387,3292,2951,low,40,retired,PhD,506,2.24,1004,612,retirement
9362,40377,1539,703,4421,14747,high,42,retired,master's,731,0.24,820,686,invest more
9501,26307,7222,26018,6262,13560,low,60,full-time,master's,399,3.5,3796,1826,buy house
4639,9052,9780,11012,2208,18683,low,30,full-time,master's,726,4.48,914,291,buy house
1226,1926,9927,16666,667,4608,high,21,unemployed,in school,849,21.67,500,200,travel
136,4813,9367,1098,61,14664,high,19,unemployed,high school,539,76.39,500,200,travel
8534,48077,4468,4342,5726,16832,medium,64,self-employed,master's,810,1.03,3309,1680,travel
5264,28738,9012,30380,2666,5922,medium,54,full-time,master's,745,7.48,744,648,retirement
5378,41366,9016,43660,2696,15984,medium,55,full-time,master's,461,9.79,1831,495,travel
2250,5178,4613,13544,1564,18130,medium,25,self-employed,bachelor's,826,8.07,773,390,travel
6474,18416,5607,9972,2460,6316,medium,40,retired,PhD,819,2.41,508,548,travel
9904,30375,6632,32360,5838,19187,high,56,full-time,master's,352,3.94,759,1203,buy house
5846,42097,2878,63924,3699,9284,medium,69,full-time,PhD,780,11.43,2378,599,travel
8141,33361,9500,40667,4138,14807,high,51,full-time,PhD,514,6.16,1200,1038,invest more
7180,33892,3598,24803,2674,11048,medium,45,full-time,PhD,589,3.96,552,415,retirement
4078,13355,8250,6644,2683,4701,low,24,self-employed,bachelor's,372,3.65,1538,733,travel
9203,34734,6918,17509,3678,19414,low,64,full-time,PhD,778,2.65,1582,946,travel
9760,21822,8615,36395,3553,14094,low,57,self-employed,PhD,514,4.61,949,765,buy house
5891,12390,2131,7189,2766,10998,medium,60,retired,master's,590,1.58,1699,784,invest more
4886,10866,5273,30632,2497,1661,medium,34,self-employed,master's,604,7.35,1176,666,buy house
8814,13755,3029,19235,3150,12796,medium,70,retired,PhD,340,2.53,1944,385,travel
3673,6524,1094,27099,1204,8154,low,34,full-time,bachelor's,311,7.67,713,346,retirement
9814,26446,2457,558,5027,17564,low,60,self-employed,PhD,412,0.31,2213,1499,buy house
8913,25359,8243,21524,5172,15623,medium,37,self-employed,master's,715,3.34,2957,747,retirement
6407,43441,5340,24936,2130,19318,medium,45,self-employed,PhD,472,4.72,1411,630,retirement
6076,18453,1762,26571,3883,13671,medium,47,self-employed,master's,655,4.66,1227,1150,buy house
9939,29022,3209,16834,4131,3507,medium,36,self-employed,PhD,599,2.02,2632,1005,retirement
9167,11104,8115,131,6094,8933,low,57,retired,master's,372,0.9,4138,1467,invest more
4893,15446,4178,22630,2520,6930,high,33,self-employed,bachelor's,712,5.48,1259,329,invest more
8549,45439,9169,48216,5718,6534,medium,63,retired,PhD,591,6.71,3500,1348,invest more
6465,15062,7840,7178,2376,12404,low,55,retired,PhD,494,2.32,878,629,retirement
6106,33575,1724,21221,2528,3050,high,61,self-employed,PhD,542,3.76,823,557,travel
8152,29449,4901,48389,3263,10765,low,57,full-time,PhD,355,6.54,602,373,buy house
8279,21654,4757,11294,3201,7112,low,49,self-employed,master's,372,1.94,1927,577,travel
9616,18411,8354,18307,3272,4667,low,58,retired,PhD,371,2.77,1901,975,retirement
1279,3543,9467,19360,633,2342,high,20,part-time,high school,479,22.52,500,200,travel
8916,27638,9688,9777,3185,3580,low,39,retired,PhD,480,2.18,1434,385,buy house
9962,33549,6953,40904,6121,7770,low,54,retired,PhD,395,4.8,1266,1475,travel
8277,12342,7190,15243,5177,1072,high,48,retired,PhD,795,2.71,1996,664,retirement
3488,9867,9795,14208,1322,6532,medium,25,full-time,bachelor's,407,6.88,654,396,invest more
9426,20927,5431,26096,4438,11001,low,39,self-employed,master's,775,3.34,1617,621,invest more
4525,14760,8472,991,2130,9956,low,24,full-time,bachelor's,322,2.09,1150,494,invest more
9466,19684,1171,9201,5293,3354,low,53,full-time,master's,300,1.1,2063,661,invest more
2463,19087,5119,12953,1515,12251,low,29,self-employed,master's,607,7.33,566,265,travel
4361,19846,2426,15679,1796,3669,medium,26,full-time,master's,448,4.15,1082,391,travel
6592,20720,4361,21732,2519,9062,low,41,retired,PhD,786,3.96,1480,242,retirement
259,3630,6376,14017,136,13595,low,18,part-time,in school,633,78.43,500,200,buy house
6992,11615,3110,31169,3226,13200,medium,63,full-time,master's,638,4.9,1466,781,travel
6518,46653,4669,6882,2101,19173,low,43,full-time,master's,526,1.77,1433,543,invest more
4357,8141,2713,4981,2032,17062,high,35,full-time,bachelor's,675,1.77,1352,253,invest more
4792,15905,603,23461,2982,18723,medium,25,self-employed,bachelor's,624,5.02,1631,673,retirement
9848,37965,6593,32754,5967,19382,high,63,retired,PhD,675,4.0,921,1211,retirement
1691,1390,1746,18412,751,18846,low,20,part-time,in school,339,11.91,508,222,invest more
5636,33185,6011,1312,2399,7172,low,39,retired,master's,768,1.3,689,439,invest more
7842,20060,2764,9017,3922,19242,low,59,self-employed,PhD,642,1.5,929,1128,retirement
7617,13072,4990,41674,3232,1222,medium,47,full-time,master's,718,6.13,2014,406,buy house
5690,24044,9307,2854,3396,11589,medium,36,self-employed,PhD,828,2.14,1608,758,travel
7922,29421,6543,33122,3304,15704,low,39,full-time,PhD,418,5.01,952,480,invest more
8131,39192,8316,34966,3368,10296,high,65,retired,PhD,623,5.32,1664,527,invest more
4917,19834,2701,10200,1673,19991,high,25,full-time,bachelor's,792,2.62,1006,460,buy house
6019,34487,8944,32769,2842,11417,high,39,retired,PhD,584,6.93,1153,310,travel
8849,32244,4526,39656,5930,17747,high,41,full-time,PhD,689,4.99,3229,1339,retirement
5752,33065,4049,24177,2158,6910,low,49,self-employed,PhD,628,4.91,575,601,travel
8597,13893,3614,11679,4912,19561,low,39,full-time,master's,616,1.78,1127,1341,retirement
1270,2994,2077,3895,515,12636,high,19,part-time,in school,340,4.7,500,200,retirement
8802,36276,4983,27561,4171,19290,medium,43,self-employed,master's,666,3.7,2435,998,buy house
7759,49285,6106,35646,2541,2864,low,54,self-employed,PhD,720,5.38,916,376,invest more
8171,14407,6519,36414,4472,2108,medium,39,full-time,master's,496,5.25,1066,568,invest more
1191,2825,4068,17868,525,12422,high,18,unemployed,high school,669,18.4,500,200,invest more
2540,8295,6549,16460,1269,15324,low,29,full-time,master's,575,9.06,819,326,invest more
817,4560,544,15227,448,15701,low,21,unemployed,high school,603,19.28,500,200,invest more
8914,49901,2782,52352,2712,18659,high,67,full-time,PhD,437,6.18,1413,767,travel
6373,48995,1520,34268,3193,16622,high,36,self-employed,master's,424,5.61,832,863,retirement
6630,36710,397,11411,3891,1319,high,46,retired,PhD,803,1.78,1090,325,retirement
2832,17943,2575,23387,1534,13679,low,24,full-time,bachelor's,667,9.16,772,455,travel
7017,40987,3965,10237,4782,16838,medium,45,retired,master's,621,2.02,860,837,travel
3560,10374,4408,1401,2130,3702,high,25,full-time,bachelor's,708,1.63,1094,232,retirement
7470,15109,4260,40318,2543,17958,high,54,self-employed,PhD,589,5.97,788,332,invest more
7293,27275,6235,28443,2884,9950,high,49,full-time,master's,675,4.75,503,505,travel
2453,16354,927,14591,1337,5127,high,31,self-employed,master's,659,6.32,503,218,buy house
9271,22780,8946,10043,3013,1621,medium,39,full-time,PhD,593,2.05,1626,517,retirement
5266,33164,8188,5860,2718,11927,high,57,retired,PhD,830,2.67,1049,662,travel
4252,8921,4038,20358,2648,8839,low,23,self-employed,master's,425,5.74,1606,588,travel
